index,gameNum,gameId,isHome,period,clockStart,duration,scoreHome,scoreAway,scoreDiffStart,pointsScored,pointsAllowed,foulsCommitted,foulsDrawn,pointsLast3,pointsLast5,leadChange,shotDistance,runMagnitude,oRebsGrabbed,oRebsAllowed,timeouts,timeoutsOpp,result,season
71055,143,0022300899,v,4,325.0,24.0,113,90,-25,2,0,0,0,2,5,False,15.0,2,0,0,0,0,Made FG,2023-24
71056,143,0022300899,v,4,301.0,15.0,116,90,-23,0,3,0,0,2,2,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71058,143,0022300899,v,4,286.0,23.0,116,90,-26,0,0,0,0,2,2,False,12.0,-3,0,0,0,0,Opp Defensive Rebound,2023-24
71066,143,0022300899,v,4,263.0,23.0,118,90,-26,0,2,0,0,0,2,False,20.0,-5,0,0,0,1,Opp Made FG,2023-24
71070,143,0022300899,v,4,240.0,40.0,120,90,-28,0,2,0,0,0,2,False,7.0,-7,0,1,0,0,Opp Made FG,2023-24
71072,143,0022300899,v,4,200.0,12.0,120,90,-30,0,0,0,0,0,0,False,30.0,-7,0,0,0,0,Opp Defensive Rebound,2023-24
71073,143,0022300899,v,4,188.0,11.0,120,90,-30,0,0,0,0,0,0,False,,-7,0,0,0,0,Opp Turnover,2023-24
71078,143,0022300899,v,4,177.0,15.0,120,90,-30,0,0,0,0,0,0,False,4.0,-7,0,0,0,0,Defensive Rebound,2023-24
71079,143,0022300899,v,4,162.0,3.0,120,90,-30,0,0,0,0,0,0,False,,-7,0,0,0,0,Turnover,2023-24
71081,143,0022300899,v,4,159.0,6.0,120,90,-30,0,0,0,0,0,0,False,,-7,0,0,0,0,Opp Turnover,2023-24
71084,143,0022300899,v,4,153.0,7.0,120,90,-30,0,0,0,0,0,0,False,27.0,-7,0,0,0,0,Opp Defensive Rebound,2023-24
71085,143,0022300899,v,4,146.0,4.0,123,90,-30,0,3,0,0,0,0,False,25.0,-10,0,0,0,0,Opp Made FG,2023-24
71087,143,0022300899,v,4,142.0,21.0,123,90,-33,0,0,0,0,0,0,False,28.0,-10,0,0,0,0,Opp Defensive Rebound,2023-24
71088,143,0022300899,v,4,121.0,10.0,123,90,-33,0,0,0,0,0,0,False,,-10,0,0,0,0,Opp Turnover,2023-24
71094,143,0022300899,v,4,111.0,25.0,123,90,-33,0,0,0,0,0,0,False,26.0,-10,0,1,0,0,Defensive Rebound,2023-24
71096,143,0022300899,v,4,86.0,7.0,123,90,-33,0,0,0,0,0,0,False,31.0,-10,0,0,0,0,Opp Defensive Rebound,2023-24
71097,143,0022300899,v,4,79.0,18.0,125,90,-33,0,2,0,0,0,0,False,3.0,-12,0,0,0,0,Opp Made FG,2023-24
71099,143,0022300899,v,4,61.0,10.600000000000001,125,90,-35,0,0,0,0,0,0,False,26.0,-12,0,0,0,0,Opp Defensive Rebound,2023-24
71100,143,0022300899,v,4,50.4,7.399999999999999,125,90,-35,0,0,0,0,0,0,False,,-12,0,0,0,0,Opp Turnover,2023-24
71102,143,0022300899,v,4,43.0,11.5,125,90,-35,0,0,0,0,0,0,False,28.0,-12,0,0,0,0,Opp Defensive Rebound,2023-24
71104,143,0022300899,v,4,31.5,10.2,125,90,-35,0,0,0,0,0,0,False,27.0,-12,0,0,0,0,Defensive Rebound,2023-24
71107,143,0022300899,v,4,21.3,5.300000000000001,125,90,-35,0,0,0,0,0,0,False,7.0,-12,1,0,0,0,Turnover,2023-24
71109,143,0022300899,v,4,16.0,16.0,125,90,-35,0,0,0,0,0,0,False,,-12,0,0,0,0,Period End,2023-24
71112,144,0022300915,v,1,720.0,19.0,0,2,0,2,0,0,0,2,2,True,1.0,2,0,0,0,0,Made FG,2023-24
71114,144,0022300915,v,1,701.0,26.0,0,2,2,0,0,0,0,2,2,False,27.0,2,0,0,0,0,Defensive Rebound,2023-24
71116,144,0022300915,v,1,675.0,10.0,0,2,2,0,0,0,0,2,2,False,26.0,2,0,0,0,0,Opp Defensive Rebound,2023-24
71118,144,0022300915,v,1,665.0,15.0,0,2,2,0,0,0,0,0,2,False,18.0,2,0,0,0,0,Defensive Rebound,2023-24
71119,144,0022300915,v,1,650.0,5.0,0,2,2,0,0,0,0,0,2,False,,2,0,0,0,0,Turnover,2023-24
71121,144,0022300915,v,1,645.0,18.0,0,2,2,0,0,0,0,0,0,False,16.0,2,0,0,0,0,Defensive Rebound,2023-24
71122,144,0022300915,v,1,627.0,8.0,0,4,2,2,0,0,0,2,2,False,1.0,4,0,0,0,0,Made FG,2023-24
71126,144,0022300915,v,1,619.0,25.0,2,4,4,0,2,1,0,2,2,False,10.0,-2,0,1,0,0,Opp Made FG,2023-24
71128,144,0022300915,v,1,594.0,13.0,2,4,2,0,0,0,0,2,2,False,25.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71129,144,0022300915,v,1,581.0,12.0,4,4,2,0,2,0,0,0,2,False,7.0,-4,0,0,0,0,Opp Made FG,2023-24
71134,144,0022300915,v,1,569.0,21.0,4,6,0,2,0,0,1,2,4,True,0.0,2,1,0,0,0,Made FT,2023-24
71135,144,0022300915,v,1,548.0,14.0,6,6,2,0,2,0,0,2,2,False,4.0,-2,0,0,0,0,Opp Made FG,2023-24
71137,144,0022300915,v,1,534.0,19.0,6,6,0,0,0,0,0,2,2,False,26.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71139,144,0022300915,v,1,515.0,9.0,6,6,0,0,0,0,0,0,2,False,6.0,-2,0,0,0,0,Defensive Rebound,2023-24
71140,144,0022300915,v,1,506.0,5.0,6,9,0,3,0,0,0,3,5,True,25.0,3,0,0,0,0,Made FG,2023-24
71141,144,0022300915,v,1,501.0,22.0,8,9,3,0,2,0,0,3,3,False,15.0,-2,0,0,0,0,Opp Made FG,2023-24
71142,144,0022300915,v,1,479.0,17.0,8,12,1,3,0,0,0,6,6,False,25.0,3,0,0,0,0,Made FG,2023-24
71144,144,0022300915,v,1,462.0,15.0,8,12,4,0,0,0,0,3,6,False,8.0,3,0,0,0,0,Defensive Rebound,2023-24
71145,144,0022300915,v,1,447.0,6.0,8,14,4,2,0,0,0,5,8,False,2.0,5,0,0,0,0,Made FG,2023-24
71148,144,0022300915,v,1,441.0,11.0,11,14,6,0,3,1,0,2,5,False,6.0,-3,0,0,0,0,Opp Made FT,2023-24
71150,144,0022300915,v,1,430.0,21.0,11,14,3,0,0,0,0,2,5,False,4.0,-3,0,0,0,0,Opp Defensive Rebound,2023-24
71151,144,0022300915,v,1,409.0,4.0,14,14,3,0,3,0,0,0,2,False,24.0,-6,0,0,0,0,Opp Made FG,2023-24
71153,144,0022300915,v,1,405.0,13.0,14,14,0,0,0,1,0,0,2,False,,-6,0,0,0,0,Turnover,2023-24
71156,144,0022300915,v,1,392.0,21.0,14,14,0,0,0,0,0,0,0,False,27.0,-6,0,0,0,1,Defensive Rebound,2023-24
71157,144,0022300915,v,1,371.0,19.0,14,16,0,2,0,0,0,2,2,True,2.0,2,0,0,0,0,Made FG,2023-24
71159,144,0022300915,v,1,352.0,15.0,14,16,2,0,0,0,0,2,2,False,9.0,2,0,0,0,0,Defensive Rebound,2023-24
71160,144,0022300915,v,1,337.0,9.0,14,19,2,3,0,0,0,5,5,False,26.0,5,0,0,0,0,Made FG,2023-24
71161,144,0022300915,v,1,328.0,23.0,16,19,5,0,2,0,0,3,5,False,2.0,-2,0,0,0,0,Opp Made FG,2023-24
71171,144,0022300915,v,1,305.0,39.0,16,19,3,0,0,1,0,3,5,False,26.0,-2,0,1,0,0,Defensive Rebound,2023-24
71172,144,0022300915,v,1,266.0,11.0,16,21,3,2,0,0,0,2,5,False,19.0,2,0,0,0,0,Made FG,2023-24
71174,144,0022300915,v,1,255.0,23.0,16,21,5,0,0,0,0,2,5,False,8.0,2,0,0,0,0,Defensive Rebound,2023-24
71176,144,0022300915,v,1,232.0,10.0,16,21,5,0,0,0,0,2,2,False,8.0,2,0,0,0,0,Opp Defensive Rebound,2023-24
71177,144,0022300915,v,1,222.0,5.0,18,21,5,0,2,0,0,0,2,False,3.0,-2,0,0,0,0,Opp Made FG,2023-24
71182,144,0022300915,v,1,217.0,20.0,18,21,3,0,0,0,0,0,2,False,19.0,-2,0,0,1,0,Opp Defensive Rebound,2023-24
71184,144,0022300915,v,1,197.0,13.0,18,21,3,0,0,0,0,0,0,False,8.0,-2,0,0,0,0,Defensive Rebound,2023-24
71187,144,0022300915,v,1,184.0,14.0,18,23,3,2,0,0,0,2,2,False,7.0,2,1,0,0,0,Made FG,2023-24
71189,144,0022300915,v,1,170.0,29.0,18,23,5,0,0,0,0,2,2,False,26.0,2,0,0,0,0,Defensive Rebound,2023-24
71191,144,0022300915,v,1,141.0,8.0,18,23,5,0,0,0,0,2,2,False,26.0,2,0,0,0,0,Opp Defensive Rebound,2023-24
71192,144,0022300915,v,1,133.0,18.0,20,23,5,0,2,0,0,0,2,False,1.0,-2,0,0,0,0,Opp Made FG,2023-24
71193,144,0022300915,v,1,115.0,17.0,20,25,3,2,0,0,0,2,4,False,5.0,2,0,0,0,0,Made FG,2023-24
71194,144,0022300915,v,1,98.0,9.0,22,25,5,0,2,0,0,2,2,False,2.0,-2,0,0,0,0,Opp Made FG,2023-24
71195,144,0022300915,v,1,89.0,11.0,22,28,3,3,0,0,0,5,5,False,27.0,3,0,0,0,0,Made FG,2023-24
71196,144,0022300915,v,1,78.0,13.0,24,28,6,0,2,0,0,3,5,False,1.0,-2,0,0,0,0,Opp Made FG,2023-24
71198,144,0022300915,v,1,65.0,19.299999999999997,24,28,4,0,0,0,0,3,5,False,28.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71199,144,0022300915,v,1,45.7,7.200000000000003,24,28,4,0,0,0,0,0,3,False,,-2,0,0,0,0,Opp Turnover,2023-24
71201,144,0022300915,v,1,38.5,2.700000000000003,24,30,4,2,0,0,0,2,5,False,1.0,2,0,0,0,0,Made FG,2023-24
71205,144,0022300915,v,1,35.8,16.199999999999996,27,30,6,0,3,1,0,2,2,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71210,144,0022300915,v,1,19.6,19.6,27,30,3,0,0,0,1,2,2,False,24.0,-3,1,0,0,0,Period End,2023-24
71212,144,0022300915,v,2,720.0,22.0,29,30,3,0,2,0,0,0,2,False,14.0,-5,0,0,0,0,Opp Made FG,2023-24
71214,144,0022300915,v,2,698.0,22.0,29,30,1,0,0,0,0,0,2,False,13.0,-5,0,0,0,0,Opp Defensive Rebound,2023-24
71218,144,0022300915,v,2,676.0,18.0,29,30,1,0,0,0,0,0,0,False,12.0,-5,0,1,0,0,Defensive Rebound,2023-24
71220,144,0022300915,v,2,658.0,9.0,29,30,1,0,0,0,0,0,0,False,26.0,-5,0,0,0,0,Opp Defensive Rebound,2023-24
71221,144,0022300915,v,2,649.0,17.0,32,30,1,0,3,0,0,0,0,True,28.0,-8,0,0,0,0,Opp Made FG,2023-24
71222,144,0022300915,v,2,632.0,22.0,32,33,-2,3,0,0,0,3,3,True,26.0,3,0,0,0,0,Made FG,2023-24
71228,144,0022300915,v,2,610.0,28.0,35,33,1,0,3,1,0,3,3,True,27.0,-3,0,1,0,0,Opp Made FG,2023-24
71229,144,0022300915,v,2,582.0,27.0,35,33,-2,0,0,0,0,3,3,False,,-3,0,0,0,0,Turnover,2023-24
71230,144,0022300915,v,2,555.0,12.0,37,33,-2,0,2,0,0,0,3,False,1.0,-5,0,0,0,0,Opp Made FG,2023-24
71233,144,0022300915,v,2,543.0,6.0,37,36,-4,3,0,0,1,3,6,False,2.0,3,0,0,0,0,Made FT,2023-24
71240,144,0022300915,v,2,537.0,9.0,39,36,-1,0,2,1,0,3,3,False,,-2,0,0,0,0,Opp Made FT,2023-24
71243,144,0022300915,v,2,528.0,27.0,39,38,-3,2,0,0,0,5,5,False,26.0,2,1,0,0,0,Made FG,2023-24
71244,144,0022300915,v,2,501.0,15.0,42,38,-1,0,3,0,0,2,5,False,27.0,-3,0,0,0,0,Opp Made FG,2023-24
71247,144,0022300915,v,2,486.0,10.0,42,41,-4,3,0,0,1,5,8,False,6.0,3,0,0,0,0,Made FT,2023-24
71250,144,0022300915,v,2,476.0,11.0,44,41,-1,0,2,1,0,3,5,False,,-2,0,0,0,0,Opp Made FT,2023-24
71253,144,0022300915,v,2,465.0,15.0,44,43,-3,2,0,0,0,5,7,False,4.0,2,1,0,0,0,Made FG,2023-24
71254,144,0022300915,v,2,450.0,11.0,47,43,-1,0,3,0,0,2,5,False,30.0,-3,0,0,0,0,Opp Made FG,2023-24
71256,144,0022300915,v,2,439.0,12.0,47,43,-4,0,0,0,0,2,5,False,26.0,-3,0,0,0,0,Opp Defensive Rebound,2023-24
71263,144,0022300915,v,2,427.0,17.0,48,43,-4,0,1,1,0,0,2,False,,-4,0,0,0,1,Defensive Rebound,2023-24
71265,144,0022300915,v,2,410.0,19.0,48,43,-5,0,0,0,0,0,2,False,26.0,-4,0,0,0,0,Opp Defensive Rebound,2023-24
71266,144,0022300915,v,2,391.0,10.0,51,43,-5,0,3,0,0,0,0,False,24.0,-7,0,0,0,0,Opp Made FG,2023-24
71267,144,0022300915,v,2,381.0,17.0,51,45,-8,2,0,0,0,2,2,False,3.0,2,0,0,0,0,Made FG,2023-24
71272,144,0022300915,v,2,364.0,15.0,53,45,-6,0,2,1,0,2,2,False,,-2,0,0,0,0,Opp Made FT,2023-24
71274,144,0022300915,v,2,349.0,18.0,53,45,-8,0,0,0,0,2,2,False,4.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71275,144,0022300915,v,2,331.0,18.0,53,45,-8,0,0,0,0,0,2,False,,-2,0,0,0,0,Opp Turnover,2023-24
71276,144,0022300915,v,2,313.0,13.0,53,48,-8,3,0,0,0,3,5,False,0.0,3,0,0,0,0,Made FG,2023-24
71277,144,0022300915,v,2,300.0,24.0,56,48,-5,0,3,0,0,3,3,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71280,144,0022300915,v,2,276.0,19.0,56,50,-8,2,0,0,0,5,5,False,4.0,2,1,0,0,0,Made FG,2023-24
71283,144,0022300915,v,2,257.0,22.0,58,50,-6,0,2,0,0,2,5,False,7.0,-2,0,1,0,0,Opp Made FG,2023-24
71287,144,0022300915,v,2,235.0,23.0,58,50,-8,0,0,0,0,2,5,False,25.0,-2,0,1,0,0,Opp Turnover,2023-24
71290,144,0022300915,v,2,212.0,12.0,58,50,-8,0,0,0,0,0,2,False,0.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71292,144,0022300915,v,2,200.0,15.0,58,50,-8,0,0,0,0,0,2,False,24.0,-2,0,0,0,0,Defensive Rebound,2023-24
71293,144,0022300915,v,2,185.0,14.0,58,53,-8,3,0,0,0,3,3,False,30.0,3,0,0,0,0,Made FG,2023-24
71300,144,0022300915,v,2,171.0,7.0,59,53,-5,0,1,1,0,3,3,False,,-1,0,0,1,0,Opp Made FT,2023-24
71303,144,0022300915,v,2,164.0,13.0,59,56,-6,3,0,0,1,6,6,False,8.0,3,0,0,0,0,Made FT,2023-24
71305,144,0022300915,v,2,151.0,18.0,59,56,-3,0,0,0,0,3,6,False,5.0,3,0,0,0,0,Defensive Rebound,2023-24
71306,144,0022300915,v,2,133.0,7.0,59,58,-3,2,0,0,0,5,8,False,3.0,5,0,0,0,0,Made FG,2023-24
71308,144,0022300915,v,2,126.0,14.0,59,58,-1,0,0,0,0,2,5,False,5.0,5,0,0,0,0,Defensive Rebound,2023-24
71310,144,0022300915,v,2,112.0,14.0,59,58,-1,0,0,0,0,2,5,False,0.0,5,0,0,0,0,Opp Defensive Rebound,2023-24
71311,144,0022300915,v,2,98.0,6.0,61,58,-1,0,2,0,0,0,2,False,5.0,-2,0,0,0,0,Opp Made FG,2023-24
71312,144,0022300915,v,2,92.0,7.0,61,60,-3,2,0,0,0,2,4,False,2.0,2,0,0,0,0,Made FG,2023-24
71313,144,0022300915,v,2,85.0,13.0,63,60,-1,0,2,0,0,2,2,False,13.0,-2,0,0,0,0,Opp Made FG,2023-24
71317,144,0022300915,v,2,72.0,23.0,63,60,-3,0,0,0,1,2,2,False,16.0,-2,1,0,0,0,Turnover,2023-24
71323,144,0022300915,v,2,49.0,4.600000000000001,65,60,-3,0,2,1,0,0,2,False,2.0,-4,0,0,0,0,Defensive Rebound,2023-24
71324,144,0022300915,v,2,44.4,11.899999999999999,65,63,-5,3,0,0,0,3,5,False,28.0,3,0,0,0,0,Made FG,2023-24
71325,144,0022300915,v,2,32.5,10.5,67,63,-2,0,2,0,0,3,3,False,1.0,-2,0,0,0,0,Opp Made FG,2023-24
71328,144,0022300915,v,2,22.0,22.0,67,63,-4,0,0,0,0,3,3,False,12.0,-2,1,0,0,0,Period End,2023-24
71330,144,0022300915,v,3,720.0,11.0,69,63,-4,0,2,0,0,0,3,False,0.0,-4,0,0,0,0,Opp Made FG,2023-24
71331,144,0022300915,v,3,709.0,19.0,69,66,-6,3,0,0,0,3,6,False,27.0,3,0,0,0,0,Made FG,2023-24
71332,144,0022300915,v,3,690.0,15.0,71,66,-3,0,2,0,0,3,3,False,13.0,-2,0,0,0,0,Opp Made FG,2023-24
71333,144,0022300915,v,3,675.0,20.0,71,69,-5,3,0,0,0,6,6,False,30.0,3,0,0,0,0,Made FG,2023-24
71334,144,0022300915,v,3,655.0,17.0,73,69,-2,0,2,0,0,3,6,False,2.0,-2,0,0,0,0,Opp Made FG,2023-24
71335,144,0022300915,v,3,638.0,9.0,73,69,-4,0,0,0,0,3,6,False,,-2,0,0,0,0,Turnover,2023-24
71340,144,0022300915,v,3,629.0,16.0,73,69,-4,0,0,0,0,0,3,False,3.0,-2,1,0,0,0,Opp Defensive Rebound,2023-24
71342,144,0022300915,v,3,613.0,4.0,73,69,-4,0,0,0,0,0,3,False,26.0,-2,0,0,0,0,Defensive Rebound,2023-24
71343,144,0022300915,v,3,609.0,20.0,73,72,-4,3,0,0,0,3,3,False,28.0,3,0,0,0,0,Made FG,2023-24
71344,144,0022300915,v,3,589.0,16.0,73,72,-1,0,0,0,0,3,3,False,,3,0,0,0,0,Opp Turnover,2023-24
71348,144,0022300915,v,3,573.0,9.0,73,72,-1,0,0,0,0,3,3,False,7.0,3,0,0,0,0,Opp Defensive Rebound,2023-24
71349,144,0022300915,v,3,564.0,8.0,75,72,-1,0,2,0,0,0,3,False,15.0,-2,0,0,0,0,Opp Made FG,2023-24
71351,144,0022300915,v,3,556.0,16.0,75,72,-3,0,0,0,0,0,3,False,6.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71352,144,0022300915,v,3,540.0,10.0,77,72,-3,0,2,0,0,0,0,False,8.0,-4,0,0,0,0,Opp Made FG,2023-24
71355,144,0022300915,v,3,530.0,15.0,77,72,-5,0,0,0,0,0,0,False,15.0,-4,0,0,1,0,Opp Defensive Rebound,2023-24
71357,144,0022300915,v,3,515.0,17.0,77,72,-5,0,0,0,0,0,0,False,27.0,-4,0,0,0,0,Defensive Rebound,2023-24
71361,144,0022300915,v,3,498.0,22.0,79,72,-5,0,2,0,0,0,0,False,10.0,-6,0,1,0,0,Opp Made FG,2023-24
71363,144,0022300915,v,3,476.0,21.0,79,72,-7,0,0,0,0,0,0,False,11.0,-6,0,0,0,0,Opp Defensive Rebound,2023-24
71364,144,0022300915,v,3,455.0,10.0,81,72,-7,0,2,0,0,0,0,False,2.0,-8,0,0,0,0,Opp Made FG,2023-24
71367,144,0022300915,v,3,445.0,25.0,81,72,-9,0,0,0,0,0,0,False,4.0,-8,0,0,0,0,Defensive Rebound,2023-24
71371,144,0022300915,v,3,420.0,5.0,81,72,-9,0,0,0,0,0,0,False,10.0,-8,0,0,0,0,Defensive Rebound,2023-24
71372,144,0022300915,v,3,415.0,0.0,81,72,-9,0,0,0,0,0,0,False,,-8,0,0,0,0,Turnover,2023-24
71374,144,0022300915,v,3,415.0,27.0,81,72,-9,0,0,0,0,0,0,False,16.0,-8,0,0,0,0,Defensive Rebound,2023-24
71378,144,0022300915,v,3,388.0,3.0,81,74,-9,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT,2023-24
71380,144,0022300915,v,3,385.0,14.0,81,74,-7,0,0,0,0,2,2,False,27.0,2,0,0,0,0,Defensive Rebound,2023-24
71381,144,0022300915,v,3,371.0,8.0,81,76,-7,2,0,0,0,4,4,False,2.0,4,0,0,0,0,Made FG,2023-24
71383,144,0022300915,v,3,363.0,14.0,81,76,-5,0,0,0,0,2,4,False,26.0,4,0,0,0,0,Defensive Rebound,2023-24
71384,144,0022300915,v,3,349.0,16.0,81,78,-5,2,0,0,0,4,6,False,2.0,6,0,0,0,0,Made FG,2023-24
71389,144,0022300915,v,3,333.0,20.0,81,78,-3,0,0,1,0,2,4,False,,6,0,0,0,0,Opp Turnover,2023-24
71394,144,0022300915,v,3,313.0,8.0,81,79,-3,1,0,0,1,3,5,False,,7,0,0,0,0,Opp Defensive Rebound,2023-24
71395,144,0022300915,v,3,305.0,9.0,84,79,-2,0,3,0,0,1,3,False,0.0,-3,0,0,0,0,Opp Made FG,2023-24
71396,144,0022300915,v,3,296.0,17.0,84,81,-5,2,0,0,0,3,5,False,12.0,2,0,0,0,0,Made FG,2023-24
71397,144,0022300915,v,3,279.0,12.0,86,81,-3,0,2,0,0,2,3,False,14.0,-2,0,0,0,0,Opp Made FG,2023-24
71399,144,0022300915,v,3,267.0,14.0,86,81,-5,0,0,0,0,2,3,False,29.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71401,144,0022300915,v,3,253.0,13.0,86,81,-5,0,0,0,0,0,2,False,7.0,-2,0,0,0,0,Defensive Rebound,2023-24
71402,144,0022300915,v,3,240.0,5.0,86,83,-5,2,0,0,0,2,4,False,17.0,2,0,0,0,0,Made FG,2023-24
71404,144,0022300915,v,3,235.0,28.0,86,83,-3,0,0,0,0,2,2,False,4.0,2,0,0,0,0,Defensive Rebound,2023-24
71406,144,0022300915,v,3,207.0,13.0,86,85,-3,2,0,0,0,4,4,False,5.0,4,0,0,0,0,Made FG,2023-24
71407,144,0022300915,v,3,194.0,18.0,89,85,-1,0,3,0,0,2,4,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71409,144,0022300915,v,3,176.0,16.0,89,85,-4,0,0,0,0,2,4,False,28.0,-3,0,0,0,0,Opp Defensive Rebound,2023-24
71410,144,0022300915,v,3,160.0,10.0,91,85,-4,0,2,0,0,0,2,False,2.0,-5,0,0,0,0,Opp Made FG,2023-24
71414,144,0022300915,v,3,150.0,24.0,91,88,-6,3,0,0,1,3,5,False,28.0,3,0,0,0,1,Made FG,2023-24
71416,144,0022300915,v,3,126.0,21.0,91,88,-3,0,0,0,0,3,3,False,25.0,3,0,0,0,0,Defensive Rebound,2023-24
71418,144,0022300915,v,3,105.0,23.0,91,88,-3,0,0,0,0,3,3,False,6.0,3,0,0,0,0,Opp Defensive Rebound,2023-24
71420,144,0022300915,v,3,82.0,23.200000000000003,91,88,-3,0,0,0,0,0,3,False,25.0,3,0,0,0,0,Defensive Rebound,2023-24
71422,144,0022300915,v,3,58.8,10.099999999999994,91,88,-3,0,0,0,0,0,3,False,28.0,3,0,0,0,0,Opp Defensive Rebound,2023-24
71424,144,0022300915,v,3,48.7,22.400000000000002,91,88,-3,0,0,0,0,0,0,False,10.0,3,0,0,0,0,Defensive Rebound,2023-24
71425,144,0022300915,v,3,26.3,2.8000000000000007,91,90,-3,2,0,0,0,2,2,False,3.0,5,0,0,0,0,Made FG,2023-24
71429,144,0022300915,v,3,23.5,1.3000000000000007,91,90,-1,0,0,0,1,2,2,False,,5,0,0,0,0,Opp Defensive Rebound,2023-24
71430,144,0022300915,v,3,22.2,18.2,94,90,-1,0,3,0,0,2,2,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71431,144,0022300915,v,3,4.0,1.5,94,90,-4,0,0,0,0,0,2,False,,-3,0,0,0,0,Turnover,2023-24
71433,144,0022300915,v,3,2.5,2.4,96,90,-4,0,2,0,0,0,2,False,2.0,-5,0,0,0,0,Opp Made FG,2023-24
71434,144,0022300915,v,3,0.1,0.1,96,90,-6,0,0,0,0,0,0,False,,-5,0,0,0,0,Period End,2023-24
71443,144,0022300915,v,4,720.0,45.0,96,90,-6,0,0,1,0,0,0,False,5.0,-5,0,2,0,0,Defensive Rebound,2023-24
71444,144,0022300915,v,4,675.0,9.0,96,92,-6,2,0,0,0,2,2,False,17.0,2,0,0,0,0,Made FG,2023-24
71450,144,0022300915,v,4,666.0,25.0,97,92,-4,0,1,1,0,2,2,False,0.0,-1,0,1,0,0,Opp Made FT,2023-24
71451,144,0022300915,v,4,641.0,15.0,97,94,-5,2,0,0,0,4,4,False,2.0,2,0,0,0,0,Made FG,2023-24
71453,144,0022300915,v,4,626.0,19.0,97,94,-3,0,0,0,0,2,4,False,28.0,2,0,0,0,0,Defensive Rebound,2023-24
71460,144,0022300915,v,4,607.0,23.0,97,94,-3,0,0,0,1,2,4,False,28.0,2,0,0,0,1,Opp Defensive Rebound,2023-24
71461,144,0022300915,v,4,584.0,6.0,100,94,-3,0,3,0,0,0,2,False,26.0,-3,0,0,0,0,Opp Made FG,2023-24
71463,144,0022300915,v,4,578.0,23.0,100,94,-6,0,0,0,0,0,2,False,26.0,-3,0,0,0,0,Opp Defensive Rebound,2023-24
71465,144,0022300915,v,4,555.0,12.0,100,94,-6,0,0,0,0,0,0,False,0.0,-3,0,0,0,0,Defensive Rebound,2023-24
71466,144,0022300915,v,4,543.0,12.0,100,97,-6,3,0,0,0,3,3,False,30.0,3,0,0,0,0,Made FG,2023-24
71468,144,0022300915,v,4,531.0,23.0,100,97,-3,0,0,0,0,3,3,False,26.0,3,0,0,0,0,Defensive Rebound,2023-24
71469,144,0022300915,v,4,508.0,13.0,100,99,-3,2,0,0,0,5,5,False,14.0,5,0,0,0,0,Made FG,2023-24
71470,144,0022300915,v,4,495.0,18.0,103,99,-1,0,3,0,0,2,5,False,25.0,-3,0,0,0,0,Opp Made FG,2023-24
71474,144,0022300915,v,4,477.0,16.0,103,101,-4,2,0,0,1,4,7,False,,2,0,0,0,0,Made FT,2023-24
71476,144,0022300915,v,4,461.0,17.0,103,101,-2,0,0,0,0,2,4,False,8.0,2,0,0,0,0,Defensive Rebound,2023-24
71477,144,0022300915,v,4,444.0,8.0,103,103,-2,2,0,0,0,4,6,False,4.0,4,0,0,0,0,Made FG,2023-24
71478,144,0022300915,v,4,436.0,13.0,105,103,0,0,2,0,0,2,4,True,8.0,-2,0,0,0,0,Opp Made FG,2023-24
71481,144,0022300915,v,4,423.0,26.0,105,103,-2,0,0,0,1,2,4,False,26.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71483,144,0022300915,v,4,397.0,10.0,105,103,-2,0,0,0,0,0,2,False,3.0,-2,0,0,0,0,Defensive Rebound,2023-24
71485,144,0022300915,v,4,387.0,7.0,105,103,-2,0,0,0,0,0,2,False,24.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71487,144,0022300915,v,4,380.0,18.0,105,103,-2,0,0,0,0,0,0,False,26.0,-2,0,0,0,0,Defensive Rebound,2023-24
71489,144,0022300915,v,4,362.0,18.0,105,103,-2,0,0,0,0,0,0,False,0.0,-2,0,0,0,0,Opp Defensive Rebound,2023-24
71490,144,0022300915,v,4,344.0,12.0,108,103,-2,0,3,0,0,0,0,False,26.0,-5,0,0,0,0,Opp Made FG,2023-24
71495,144,0022300915,v,4,332.0,17.0,108,103,-5,0,0,0,0,0,0,False,24.0,-5,0,0,1,0,Opp Defensive Rebound,2023-24
71497,144,0022300915,v,4,315.0,18.0,108,103,-5,0,0,0,0,0,0,False,24.0,-5,0,0,0,0,Defensive Rebound,2023-24
71500,144,0022300915,v,4,297.0,3.0,108,105,-5,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT,2023-24
